DOI,Title,Authors,Abstract,Journal,Date
10.1002/ijc.35313,Comparative efficacy and safety of PD-1 versus PD-L1 inhibitors in breast cancer treatment: A systematic review and meta analysis,"Xintong Xie, Lingzhu Chen, Xiangyi Kong, Yujia Huo, Weiyuan Huang, Junjie Huang, Lin Zhang, Hongnan Jiang, Jidong Gao","The comparative efficacy and safety of programmed death-ligand 1 (PD-L1) inhibitors versus programmed death protein 1 (PD-1) inhibitors in breast cancer treatment remain inconclusive, as no head-to-head randomized controlled trials (RCTs) conducted. This study aims to evaluate the efficacy and safety of PD-1/PD-L1 inhibitors as monotherapy or in combination with chemotherapy for breast cancer. A systematic review and meta-analysis were performed using major databases and oncology conference proceedings. The primary outcomes were overall survival (OS) for advanced breast cancer and pathological complete response (PCR) rate for early breast cancer. Secondary outcomes included progression-free survival (PFS) for advanced breast cancer and incidence of adverse events (AEs). Seventeen studies met the inclusion criteria, consisting of seven RCTs on early-stage and 10 on advanced breast cancer. For advanced breast cancer, PD-1/PD-L1 inhibitors modestly improved OS compared to chemotherapy, with no significant differences between PD-1 and PD-L1 inhibitors. PD-L1 inhibitors showed greater improvement in PFS compared to PD-1 inhibitors. The likelihood of AEs of any grade was higher with PD-L1 inhibitor treatment than with PD-1 inhibitor treatment. In early breast cancer, combining PD-1/PD-L1 inhibitors with chemotherapy inducing higher PCR rates than chemotherapy alone, with PD-1 inhibitors achieving better outcomes than PD-L1 inhibitors. PD-1 inhibitors were linked to slightly higher rates of grade >2 AEs compared to PD-L1 inhibitors. The findings indicate that PD-1 inhibitors may offer advantages for advanced breast cancer due to similar OS and a lower rate of AEs. For early breast cancer, PD-1 inhibitors are recommended given their superior PCR rates.",Int J Cancer,15/05/2025
10.1126/sciadv.ads2923,Transfer RNA acetylation regulates in vivo mammalian stress signaling,"Supuni Thalalla Gamage, Roxane Khoogar, Shereen Howpay Manage, Judey T DaRos, McKenna C Crawford, Joe Georgeson, Bogdan V Polevoda, Chelsea Sanders, Kendall A Lee, Kellie D Nance, Vinithra Iyer, Anatoly Kustanovich, Minervo Perez, Chu T Thu, Sam R Nance, Ruhul Amin, Christine N Miller, Ronald J Holewinski, Sudipto Das, Thomas J Meyer, Vishal Koparde, Acong Yang, Parthav Jailwala, Joe T Nguyen, Thorkell Andresson, Kent Hunter, Shuo Gu, Beverly A Mock, Elijah F Edmondson, Simone Difilippantonio, Raj Chari, Schraga Schwartz, Mitchell R O'Connell, Colin Chih-Chien Wu, Jordan L Meier","Transfer RNA (tRNA) modifications are crucial for protein synthesis, but their position-specific physiological roles remain poorly understood. Here, we investigate the impact ofN4-acetylcytidine (ac4C), a highly conserved tRNA modification catalyzed by the essential acetyltransferase Nat10. By targeting Thumpd1, a nonessential adapter protein required for Nat10-catalyzed tRNA acetylation, we determine that loss of tRNA acetylation leads to reduced levels of tRNALeu, increased ribosome stalling, and activation of eIF2α phosphorylation. Thumpd1 knockout mice exhibit growth defects and sterility. Concurrent knockout of Thumpd1 and the stress-sensing kinase Gcn2 causes penetrant postnatal lethality in mice, indicating a critical genetic interaction. Our findings demonstrate that a modification restricted to a single position within type II cytosolic tRNAs can regulate ribosome-mediated stress signaling in mammalian organisms, with implications for our understanding of translational control and therapeutic interventions.",Sci Adv,21/03/2025
10.1126/scitranslmed.adp0675,The T cell receptor landscape of childhood brain tumors,"Itay Raphael, Zujian Xiong, Chaim T Sneiderman, Rebecca A Raphael, Moshe Mash, Lance Schwegman, Sydney A Jackson, Casey O'Brien, Kevin J Anderson, ReidAnn E Sever, Liam D Hendrikse, Sarah R Vincze, Aaron Diaz, James Felker, Javad Nazarian, Yael Nechemia-Arbely, Baoli Hu, Udai S Kammula, Sameer Agnihotri, Jeremy N Rich, Alberto Broniscer, Jan Drappatz, Taylor J Abel, Shikhar Uttam, Eugene I Hwang, Thomas M Pearce, Michael D Taylor, Michal Nisnboym, Thomas G Forsthuber, Ian F Pollack, Maria Chikina, Dhivyaa Rajasundaram, Gary Kohanbash","The diverse T cell receptor (TCR) repertoire confers the ability to recognize an almost unlimited array of antigens. Characterization of antigen specificity of tumor-infiltrating lymphocytes (TILs) is key for understanding antitumor immunity and for guiding the development of effective immunotherapies. Here, we report a large-scale comprehensive examination of the TCR landscape of TILs across the spectrum of pediatric brain tumors, the leading cause of cancer-related mortality in children. We show that a T cell clonality index can inform patient prognosis, where more clonality is associated with more favorable outcomes. Moreover, TCR similarity groups' assessment revealed patient clusters with defined human leukocyte antigen associations. Computational analysis of these clusters identified putative tumor antigens and peptides as targets for antitumor T cell immunity, which were functionally validated by T cell stimulation assays in vitro. Together, this study presents a framework for tumor antigen prediction based on in situ and in silico TIL TCR analyses. We propose that TCR-based investigations should inform tumor classification and precision immunotherapy development.",Sci Transl Med,19/03/2025
10.1126/sciadv.ads5458,SIP2 is the master transcription factor ofPlasmodiummerozoite formation,"Tsubasa Nishi, Izumi Kaneko, Masao Yuda","Malaria, one of the most serious infectious diseases worldwide, is caused by the proliferation ofPlasmodiumparasites through repeated cycles of intraerythrocytic development. The parasite replicates via schizogony in host erythrocytes, producing multiple progeny merozoites that invade new erythrocytes. Although merozoite formation is the most crucial step in malaria pathogenesis, its molecular mechanism remains unclear. SIP2 is an AP2 transcription factor expressed during schizogony and is particularly conserved among erythrocyte-infecting apicomplexan parasites. Here, we reveal that SIP2 inPlasmodium berghei(PbSIP2) functions as the master transcription factor for merozoite formation. Conditional disruption ofpbsip2resulted in developmental arrest before merozoite formation and notable down-regulation of merozoite-related genes. ChIP-seq showed that PbSIP2 comprehensively activated merozoite-related genes by binding to previously reported cis-regulatory elements of merozoite invasion-related genes, including the bipartite motif (TGCAN4-6GTGCA). Collectively, our results indicate that SIP2 is a transcription factor that establishes erythrocyte infectivity and may have an evolutionary origin from the common ancestor of erythrocyte-infecting apicomplexan parasites.",Sci Adv,21/03/2025
10.1016/S1470-2045(25)00034-8,Hypofractionated radiotherapy for prostate cancer (HYDRA): an individual patient data meta-analysis of randomised trials in the MARCAP consortium,"Amar U Kishan, Yilun Sun, Alison C Tree, Emma Hall, David Dearnaley, Charles N Catton, Himanshu R Lukka, Gregory Pond, W Robert Lee, Howard M Sandler, Felix Y Feng, Paul L Nguyen, Luca Incrocci, Wilma Heemsbergen, Floris J Pos, Eric Horwitz, Jessica Karen Wong, Karen E Hoffman, Comron Hassanzadeh, Deborah A Kuban, Stefano Arcangeli, Giuseppe Sanguineti, Stephane Supiot, Gilles Crehange, Igor Latorzeff, Tahmineh Romero Kalbasi, Michael L Steinberg, Luca F Valle, Andrew Loblaw, John Nikitas, Soumyajit Roy, Nicholas G Zaorsky, Angela Y Jia, Daniel E Spratt","Background:Trials comparing moderately hypofractionated radiotherapy (MHFRT) to conventionally-fractionated radiotherapy (CFRT) for prostate cancer have varied considerably in intent (non-inferiority vs superiority) and MHFRT dose. We compare the efficacy and toxicity profiles of isodose MHFRT and dose-escalated MHFRT.Methods:This was an individual patient data meta-analysis that identified randomised phase 3 trials of CFRT versus MHFRT that had published individual patient-level data on efficacy and late toxicity. A systematic literature search using MEDLINE, Embase, trial registries, the Web of Science, Scopus, and relevant conference proceedings was initially conducted on Dec 15, 2023, and was re-conducted on Jan 8, 2025. Trials that did not publish efficacy data, did not publish late toxicity data, or did not use modern dose radiotherapy (≥70 Gy in 2 Gy equivalents) in the CFRT group were excluded. Individual patient data were provided to MARCAP by study investigators. Three separate meta-analyses were designed to compare efficacy (primary endpoint was progression-free survival), physician-scored late toxicity (co-primary endpoints were late grade 2 or higher genitourinary and late grade 2 or higher gastrointestinal toxic effects), and patient-reported outcomes (co-primary endpoints were clinically-significant decrements in patient-reported urinary or bowel quality of life) between patients receiving CFRT versus MHFRT.Findings:We identified 1696 records for review. Seven phase 3 trials comparing MHFRT with CFRT were eligible for inclusion in our analysis. Individual patient data were obtained from these seven studies (3454 patients from three trials comparing CFRT with isodose MHFRT and 2426 patients from four trials comparing CFRT with dose-escalated MHFRT). At a median follow-up of 5·4 years (IQR 4·6-7·2) for isodose MHFRT and 7·1 years (5·7-8·4) for dose-escalated MHFRT, no differences in progression-free survival were detected (hazard ratio 0·92, 95% CI 0·81-1·05; p=0·21 and 0·94, 0·82-1·09; p=0·43 respectively). No increased odds of grade 2 or higher genitourinary toxic effects were identified for either isodose (odds ratio [OR] 1·16, 95 CI% 0·86-1·57; p=0·32) or dose-escalated MHFRT (1·20, 0·95-1·51; p=0·13). The odds of grade 2 or higher gastrointestinal toxic effects were significantly higher with dose-escalated (OR 1·48, 95% CI 1·14-1·92; p=0·0035) but not isodose MHFRT (1·30, 0·59-2·87; p=0·51). Isodose MHFRT was not found to show different odds of urinary quality-of-life decrement (OR 1·03, 95% CI 0·51-2·09; p=0·93) or bowel quality-of-life decrement (0·76, 0·40-1·43; p=0·39). Dose-escalated MHFRT was associated with greater odds of bowel quality-of-life decrement (OR 1·68, 95% CI 1·07-2·61; p=0·023), but no evidence of greater urinary quality-of-life decrement was found (1·57, 0·87-2·85; p=0·13).Interpretation:Isodose MHFRT and dose-escalated MHFRT both have similar efficacy compared with CFRT, but dose-escalated MHFRT is associated with higher physician-scored and patient-reported bowel toxicity. Isodose regimens, eg, 60 Gy in 20 fractions, should be the standard MHFRT regimen for localised prostate cancer.Funding:None.",Lancet Oncol,17/03/2025
10.1016/j.xcrm.2025.102030,Practical microenvironment classification in diffuse large B cell lymphoma using digital pathology,"Yu-Qing Wang, Shuo Wang, Hong-Mei Yi, Ying Qian, Yue Wang, Hai-Min Xu, Zijun Y Xu-Monette, Kelly Au, Shuang Tian, Yan Dong, Jing Zhao, Di Fu, Rong-Ji Mu, Shu-Ye Wang, Li Wang, Ken H Young, Peng-Peng Xu, Wei-Li Zhao","Diffuse large B cell lymphoma (DLBCL) is a heterogeneous B cell neoplasm with variable clinical outcomes influenced by both tumor-derived and lymphoma microenvironment (LME) alterations. A recent transcriptomic study identifies four DLBCL subtypes based on LME characteristics: germinal center (GC)-like, mesenchymal (MS), inflammatory (IN), and depleted (DP). However, integrating this classification into clinical practice remains challenging. Here, we utilize deconvolution methods to assess microenvironment component abundance, establishing an LME classification of DLBCL using immunohistochemistry markers and digital pathology based on CD3, CD8, CD68, PD-L1, and collagen. This staining-based algorithm demonstrates over 80% concordance with transcriptome-based classification. Single-cell sequencing confirms that the immune microenvironments distinguished by this algorithm align with transcriptomic profiles. Significant disparities in overall and progression-free survival are observed among LME subtypes following rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone (R-CHOP) or R-CHOP with targeted agents (R-CHOP-X) immunochemotherapy. LME subtypes differed from distinct immune escape mechanisms, highlighting specific immunotherapeutic targets and supporting application of this classification in future precision medicine trials.",Cell Rep Med,13/03/2025
10.2967/jnumed.124.268959,Dansylated Amino Acid-Modified Long-Acting PSMA Derivatives68Ga/177Lu-LNC1011 as Prostate Cancer Theranostics,"Hongzhang Yang, Jiarou Wang, Xuejun Wen, Huifeng Guo, Vivianne Jakobsson, Tianzhi Zhao, Fantian Zeng, Huaxiang Shen, Heng Zhang, Xiaomin Liu, Yatong Qin, Xinyi Li, Hehe Xiong, Zijian Zhou, Jingjing Zhang, Xiaoyuan Chen","Prostate-specific membrane antigen (PSMA)-targeted radiopharmaceutical therapy has demonstrated promising potential for treating metastatic castration-resistant prostate cancer. Recently, albumin-binding motif-modified PSMA radioligands with prolonged blood circulation were developed to improve tumor uptake and therapeutic effectiveness, properties which, however, were associated with an increased risk of bone marrow toxicity. This study presents new PSMA-targeted radioligands incorporating dansylated amino acids as relatively weak and preferable albumin binders to achieve a fine balance between increased tumor accumulation, safety, and diagnostic efficacy, facilitating a unified approach to theranostics within a single molecular framework.Methods:Three novel PSMA ligands ([68Ga]Ga-Dan-Gly-PSMA, [68Ga]Ga-Dan-Nva-PSMA, and [68Ga]Ga-Dan-Phe-PSMA, denoted as [68Ga]Ga-LNC1011) were synthesized with dansylated amino acids and measured the albumin-binding properties with human serum albumin through ultrafiltration experiments. Binding affinity and PSMA-targeting specificity were investigated using a saturation binding assay and cell uptake in the PSMA-induced prostate cancer 3 cell line (PC3-PIP). PET imaging in PC3-PIP tumor-bearing mice was performed to evaluate the preclinical pharmacokinetics and diagnostic efficiency of68Ga-labeled PSMA ligands. Tumor uptake of [177Lu]Lu-LNC1011 was evaluated through SPECT/CT imaging and biodistribution studies. Radiopharmaceutical therapy studies were conducted to systematically assess the therapeutic effect of the radioligand.Results:Three novel PSMA radioligands ([68Ga]Ga-Dan-Gly-PSMA, [68Ga]Ga-Dan-Nva-PSMA, and [68Ga]Ga-LNC1011) with various dansylated amino acids were successfully synthesized with a radiochemical yield greater than 97%. In the PC3-PIP xenograft tumor model, the tumor/heart, tumor/liver, tumor/kidney, and tumor/muscle ratios were 9.82 ± 2.35, 12.42 ± 3.71, 4.36 ± 0.29, and 52.88 ± 12.08 at 4 h after injection, respectively. Biodistribution studies confirmed the significantly higher tumor uptake of [177Lu]Lu-LNC1011 (127.36 ± 16.95 %ID/g) over [177Lu]Lu-PSMA-617 (17.44 ± 6.29 %ID/g) at 4 h after injection, and no decrease was measured for the [177Lu]Lu-LNC1011 at up to 72 h after injection, which was corroborated with SPECT imaging. A single injection of 9.3 MBq of [177Lu]Lu-LNC1011 achieved 89.43% inhibition of tumor growth, equivalent to 18.5 MBq of [177Lu]Lu-PSMA-617 (90.87%). [68Ga]Ga-LNC1011 PET/CT scans of patients with metastatic castration-resistant prostate cancer identified as many lesions as [68Ga]Ga-PSMA-11 did, confirming its diagnostic efficacy.Conclusion:68Ga/177Lu-LNC1011, characterized by high tumor uptake and retention along with timely clearance from normal organs and tissues, thus emerges as a promising single-molecule theranostic radioligand.",J Nucl Med,20/03/2025
10.1080/07853890.2025.2477294,Identifying liver cirrhosis in patients with chronic hepatitis B: an interpretable machine learning algorithm based on LSM,"Xueting Bai, Chunwen Pu, Wenchong Zhen, Yushuang Huang, Qian Zhang, Zihan Li, Yixin Zhang, Rongxuan Xu, Zhihan Yao, Wei Wu, Mei Sun, Xiaofeng Li","Background:Chronic hepatitis B (CHB) is a common cause of liver cirrhosis (LC), a condition associated with an unfavourable prognosis. Therefore, timely diagnosis of LC in CHB patients is crucial.Objective:This study aimed to enhance the diagnostic accuracy of LC in CHB patients by integrating liver stiffness measurement (LSM) with traditional indicators.Methods:The study participants were randomly divided into training and internal validation sets. Employing the least absolute shrinkage and selection operator (LASSO) and random forest-recursive feature elimination (RF-RFE) for feature selection, we developed both traditional logistic regression and five machine learning models (k-nearest neighbors, random forest (RF), artificial neural network, support vector machine and eXtreme Gradient Boosting). Performance evaluation included receiver operating characteristic curves, calibration curves and decision curve analysis. Shapley additive explanations (SHAP) was employed to improve the interpretability of the optimal model.Results:We retrospectively included 1609 patients with CHB, among whom 470 were diagnosed with cirrhosis. Cirrhosis was diagnosed based on histological confirmation or clinical assessment, supported by characteristic findings on abdominal ultrasound and corroborative evidence such as thrombocytopenia, varices or imaging from CT/MRI. In the internal validation, the RF model achieved an accuracy above 0.80 and an AUC above 0.80, with outstanding calibration ability and clinical net benefit. Additionally, the model exhibited excellent predictive performance in an independent external validation set. The SHAP analysis indicated that LSM contributed the most to the model. The model still showed strong discriminative power when using only LSM or traditional indicators alone.Conclusions:Machine learning models, especially the RF model, can effectively identify LC in CHB patients. Integrating LSM with traditional indicators can enhance diagnostic performance.",Ann Med,00/00/0000
10.53738/REVMED.2025.21.910.542,[Pharmacological treatments for obesity : what does the future hold?],"Jorge César Correia, Florence Somers, Zoltan Pataky","Recent pharmacological advances, illustrated by molecules such as semaglutide 2,4 mg and tirzepatide, have transformed the management of obesity. New innovative molecules, based in particular on key entero-pancreatic hormones such as glucagon-like peptide-1, glucose-dependent insulinotropic polypeptide, glucagon, and amylin, are currently being studied as monotherapies or in various combinations. Other therapies targeting other pathways, such as the leptin-melanocortin pathway, are also in development. Initial results regarding weight loss are promising, but long-term studies are needed to assess their safety and lasting efficacy. These medications must be part of an overall management approach in which lifestyle changes remain essential to ensure lasting, optimal results.",Rev Med Suisse,19/03/2025
10.2147/JPR.S505397,Effect of Physical Activity on Chronic Widespread Pain: Insights From Meta-Analysis and Two-Sample Mendelian Randomization,"Chongjie Yao, Yuchen Zhang, Sizheng Steven Zhao, Jun Ren, Pingping Sun, Lingjun Kong, Jiming Tao, Jingxian Li, Min Fang, Qingguang Zhu","Background:Chronic widespread pain (CWP) is a core symptom of fibromyalgia that is associated with significant morbidity and mortality. Despite the widespread recommendation for physical activity (PA) in management, the heterogeneity of PA prescriptions limits the in-depth evaluation of its efficacy. By triangulating clinical interventional evidence with human genetic evidence, the aim of this study was to investigate the role of influencing factors such as PA mode, course of treatment, and intensity on PA in the prevention and treatment of CWP.Methods:Ten international and regional databases were searched for articles published between January 2014 and July 2024. Randomized control trials with CWP or fibromyalgia as an entry criterion and PA as an intervention were included. Meta-analyses were performed using fixed- or random-effects models based on heterogeneity, and subgroup analyses were conducted. Mendelian randomization (MR) was used to estimate the effects of the genetic variants linked to PA intensity on CWP risk.Results:The analysis included 11 studies with 540 participants. PA effectively improved pain perception (MD: -1.47; 95% CI: -2.23, -0.72), depression (MD: -4.77; 95% CI: -7.40, -2.14), and overall quality of life (SMD: -1.43; 95% CI: -2.16, -0.69). MR analysis revealed that several PA intensities were associated with reduced susceptibility to CWP: walking for pleasure (OR: 0.950; 95% CI: 0.934-0.966), light do-it-yourself (DIY) (OR: 0.976; 95% CI: 0.961-0.992), strenuous sports (OR: 0.923; 95% CI: 0.880-0.967), and other exercises (OR: 0.957; 95% CI: 0.942-0.973).Conclusion:PA interventions are beneficial for reducing pain perception and mood disorders and enhancing the quality of life of patients with CWP. A treatment course of approximately three months is preferable, with Ba-Duan-Jin potentially more effective than other PAs, and high-intensity PA offers the most significant protective effect against CWP.",J Pain Res,14/03/2025
10.1182/blood.2024027376,PI3Kγ in leukemia: class IB PI3 kinase reemerges as a cancer-intrinsic target,"Qingyu Luo, Amanda L Fortune, Andrew A Lane","Phosphoinositide 3-kinase gamma (PI3Kγ), the only class IB PI3 kinase, is a cell-extrinsic immunotherapy target in solid tumors. PI3Kγ inhibition reprograms immunosuppressive myeloid cells to acquire immunostimulatory phenotypes, which promote antitumor cytotoxic T cell activity. Although PI3Kγ inhibition has no direct effect on solid tumor cells, several new studies have nominated PI3Kγ as a cell-intrinsic target in various leukemias, particularly acute myeloid leukemia (AML). Intrinsic dependency on PI3Kγ is present at baseline in leukemias with specific pathologic characteristics, is inducible by extrinsic inflammation in others, and may also be acquired with resistance to certain therapies. The discovery of leukemia PI3Kγ dependency has generated enthusiasm for immediate clinical trial evaluation of inhibitor monotherapy and combinations. Parallel laboratory evaluation is needed to develop an improved understanding of leukemia disease features associated with clinical inhibitor sensitivity that might suggest biomarker-directed patient enrichment strategies. In this review, we discuss recent progress credentialling PI3Kγ as a bona fide target in leukemia. We also highlight open questions, including a need to understand the mechanism of acquired resistance to PI3Kγ inhibition, how to optimally prioritize combination therapies to enhance PI3Kγ inhibitor utility, and how cell-extrinsic effects of PI3Kγ inhibition in the leukemia microenvironment might also contribute to clinical activity.",Blood,19/03/2025
10.1001/jamaoncol.2025.0236,Accelerated Aging in Survivors of Childhood Cancer-Early Onset and Excess Risk of Chronic Conditions,"Jennifer M Yeh, Zachary J Ward, Kayla L Stratton, Mercedes V McMahon, Chelsea S Taylor, Gregory T Armstrong, Eric J Chow, Melissa M Hudson, Lindsay M Morton, Kevin C Oeffinger, Lisa R Diller, Wendy M Leisenring","Importance:The lifetime risk of aging-related diseases among survivors of childhood cancer, accelerated by cancer treatment exposures, is unknown. Understanding this risk can provide a more comprehensive assessment of long-term health across the lifespan of survivors and guide adult care.Objective:To estimate the lifetime risks of 8 treatment-related cancers and cardiovascular conditions among childhood cancer survivors and compare them with the general population.Design, setting, participants:Using data from the Childhood Cancer Survivor Study and national databases, this simulation modeling study projected long-term outcomes for 5-year survivors diagnosed between 1970 and 1999 based on treatment exposures and age-related risks. The general population comparator was simulated using age-, sex-, and calendar year-matched individuals who faced only age-related risks.Exposures:Treatment era (1970s, 1980s, 1990s), original cancer diagnosis, radiation treatment for primary diagnosis (any, none).Main outcomes and measures:Estimated lifetime risks of 8 health conditions (breast cancer, colorectal cancer, glial tumors, sarcomas, heart failure, coronary heart disease/myocardial infarction, stroke, and valvular disease). Risks were projected and compared with the general population, stratified by radiation exposure.Results:In the general population, 20% developed at least 1 health condition by age 65.0 years; in 5-year survivors this threshold was reached at age 47.3 years, representing a 17.7-year (95% uncertainty interval [UI], 14.0-21.0) acceleration in disease onset. By age 65 years, 55% of survivors were projected to develop at least 1 condition, indicating a 2.7-fold (95% UI, 2.2-3.5) higher relative risk and 34.2% (95% UI, 28.3-42.5) absolute excess risk compared with the general population. Risks were higher among those treated with radiation therapy for childhood cancer (22.0 years earlier onset [95% UI, 18.0-25.0]; 37.3% excess risk [95% UI, 31.6%-44.7%]) but still elevated for those without radiation exposure (13.5 years earlier onset [95% UI, 10.0-16.0]; 31.0% excess risk [95% UI, 23.9%-40.3%]). Reaching middle age was still associated with increased health risks. Compared with the general population, survivors who reached age 40 years had a 6.2-fold higher risk (95% UI, 4.8-9.4) of developing a new condition within 10 years.Conclusions and relevance:This study found that survivors of childhood cancer experience accelerated onset of aging-related diseases, regardless of prior radiation exposure. These findings underscore the importance of prioritizing cancer and cardiovascular disease prevention among survivors decades earlier than for the general population.",JAMA Oncol,20/03/2025
10.1084/jem.20242039,Type I interferon autoantibody footprints reveal neutralizing mechanisms and allow inhibitory decoy design,"Kevin Groen, Roger Kuratli, Jannik Enkelmann, Sonja Fernbach, Pedro D Wendel-Garcia, Willy I Staiger, Marylène Lejeune, Esther Sauras-Colón, Ferran Roche-Campo, Paraskevas Filippidis, Andri Rauch, Swiss HIV Cohort Study, Alexandra Trkola, Huldrych F Günthard, Roger D Kouyos, Silvio D Brugger, Benjamin G Hale","Autoantibodies neutralizing type I interferons (IFN-Is; IFNα or IFNω) exacerbate severe viral disease, but specific treatments are unavailable. With footprint profiling, we delineate two dominant IFN-I faces commonly recognized by neutralizing IFN-I autoantibody-containing plasmas from aged individuals with HIV-1 and from individuals with severe COVID-19. These faces overlap with IFN-I regions independently essential for engaging the IFNAR1/IFNAR2 heterodimer, and neutralizing plasmas efficiently block the interaction of IFN-I with both receptor subunits in vitro. In contrast, non-neutralizing autoantibody-containing plasmas limit the interaction of IFN-I with only one receptor subunit and display relatively low IFN-I-binding avidities, thus likely hindering neutralizing function. Iterative engineering of signaling-inert mutant IFN-Is (simIFN-Is) retaining dominant autoantibody targets created potent decoys that prevent IFN-I neutralization by autoantibody-containing plasmas and that restore IFN-I-mediated antiviral activity. Additionally, microparticle-coupled simIFN-Is were effective at depleting IFN-I autoantibodies from plasmas, leaving antiviral antibodies unaffected. Our study reveals mechanisms of action for IFN-I autoantibodies and demonstrates a proof-of-concept strategy to alleviate pathogenic effects.",J Exp Med,02/06/2025
10.1111/pai.70060,An update on the diagnosis and management of non-IgE-mediated food allergies in children,"Rosan Meyer, Antonella Cianferoni, Marta Vazquez-Ortiz","The spectrum of non-IgE mediated conditions includes well-defined conditions like Food Protein-Induced Enterocolitis Syndrome (FPIES), Eosinophilic Oesophagitis (EoE), Food Protein-Induced Enteropathy, and Food Protein-Induced Allergic Proctocolitis, but also the more controversial food protein-induced dysmotility disorders like food protein-induced gastroesophageal reflux disease (FPGORD) and food protein-induced constipation (FPC). Typically, non-IgE mediated reactions are delayed, with symptom onset from hours to days after exposure to a culprit food. The diagnosis is mostly clinical, and food elimination followed by reintroduction is the primary diagnostic method. Apart from EoE, the diagnosis of these conditions remains challenging, and there is a need to develop specific diagnostic tests. Acute FPIES presents with distinct symptoms, but misdiagnosis is common due to poor recognition. In contrast, some presentations, particularly FPGORD and FPC, overlap with the common, often benign disorders of gut-brain interaction, previously known as functional gastrointestinal disorders. This raises concerns about overdiagnosis and can lead to an unnecessary restrictive diet in infants and breastfeeding mothers. A systematic approach to an elimination diet and the support of a registered dietitian/nutritionist are recommended to ensure nutritional adequacy, suitable alternatives, promote timely introductions when appropriate, support breastfeeding where required as well as prevent nutritional deficiencies and feeding difficulties. This publication aims to provide an update on the spectrum of non-IgE-mediated food allergic conditions and intends to provide clinicians with practical guidance on the diagnosis and management of each condition. The authors acknowledge the need for further research in a range of areas to inform best evidence-based practice.",Pediatr Allergy Immunol,00/00/0000
10.1042/CS20243170,CGRP alleviates lipopolysaccharide-induced ARDS inflammation via the HIF-1α signalling pathway,"Ren Zi Zhang, Yuhua Zhong, Qiudie Liu, Mengqi Zhang, Daoxin Wang, Sheng Li, Di Qi","Acute respiratory distress syndrome (ARDS) is an acute and severe disease with a high mortality rate. The outbreak of immune inflammation in the lung is an important pathogenic mechanism of ARDS. Notably, an imbalance in macrophage polarization is an important link in the occurrence and development of this inflammatory response. Recently, neuropeptides have been shown to regulate inflammation, but the role of neuropeptides in ARDS remains unclear. The aim of this study was to investigate the regulatory effect of calcitonin gene-related peptide (CGRP) on the inflammatory response in ARDS. We found that CGRP expression was increased in the serum of ARDS patients and in both in vitro and in vivo models of ARDS. CGRP can regulate the polarization of macrophages by targeting its receptor (receptor activity modifying protein 1 (RAMP1)), reduce the proportion of M1 macrophages, increase the proportion of M2 macrophages, and reduce pathological injury, inflammation, oxidative stress and apoptosis in lung tissue in LPS-induced ARDS both in vitro and in vivo. Additionally, we performed transcriptome sequencing and found that hypoxia-inducible factor-1α (HIF-1α) is involved in the above process and that CGRP can alleviate ARDS-related pathological damage, inflammation and oxidative stress by inhibiting the HIF-1α pathway to regulate macrophage polarization balance. These results indicate that CGRP has good potential for clinical translation in the treatment of pulmonary infection in ARDS. Furthermore, this study provides new ideas for the treatment of inflammatory bursts in ARDS.",Clin Sci (Lond),20/03/2025
10.1038/s41380-025-02953-x,Large-scale plasma proteomics uncovers novel targets linking ambient air pollution and depression,"Chuyu Pan, Xin Qi, Xuena Yang, Bolun Cheng, Shiqiang Cheng, Li Liu, Peilin Meng, Dan He, Wenming Wei, Jingni Hui, Boyue Zhao, Yan Wen, Yumeng Jia, Huan Liu, Feng Zhang","Despite the growing recognition of association between air pollution and increased risk of depression, the intricate biological mechanisms underlying it remains unclear. In this study, a total of 1463 plasma proteins were measured by the Olink Explore platform for 50,553 participants in a large prospective cohort. Four air pollutants were assessed using land-use regression models: particulate matter with aerodynamic diameter ≤ 2.5μm (PM2.5), particulate matter with aerodynamic diameter > 2.5μm and ≤ 10μm (PM2.5-10), nitrogen dioxide (NO2), and nitric oxide (NO). The air pollution index was calculated using principal components analysis to assess joint exposure to air pollution. Logistic regression and Cox proportional hazards regression analyses were respectively used to explore the impact of the interaction between air pollution exposure and plasma proteins on the prevalence and incidence of depression. Functional enrichment analysis and drug prediction analysis were conducted to explore the biological mechanisms and drugs associated with identified plasma proteins with interaction effects. Logistic regression analysis detected seven significant air pollutant and plasma protein interactions for the prevalence of depression, such as CDHR5 vs. PM2.5(OR: 0.58; 95% CI: 0.48-0.71), TNFRSF13C vs. NO (OR :0.70, 95% CI: 0.58-0.84) and ICAM5 vs. air pollution index (OR: 1.38, 95% CI: 1.17-1.63). Two significant interactions were identified for the incidence of depression: CDHR5 vs. PM2.5(HR: 0.62, 95% CI: 0.50-0.76) and HSD11B1 vs. PM2.5(HR: 1.48, 95% CI: 1.22-1.81). The plasma proteins that interacted with air pollutants were enriched in various Gene Ontology terms and pathways involving immunity, endocrine, inflammation, neurological function and metabolism, such as neuroinflammatory response, neuron projection guidance, regulation of lymphocyte mediated immunity, steroid biosynthetic process and lipid digestion. We also found that these proteins interacted with multiple drugs, such as risperidone, olanzapine and progesterone. This study identified novel targets linking ambient air pollution and depression, providing the insights for biological mechanisms of air pollution affecting the risk of depression.",Mol Psychiatry,19/03/2025
